"uid","title","year","format","barcode","imdb_id","runtime","director","watched","poster_url","box_set","genre_ids","hidden","title_da","actors"
"413","Anchorman: The Legend Of Ron Burgundy","2004","DVD","5051188122737","tt0357413","90","Adam McKay","true","https://image.tmdb.org/t/p/w300/mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg","","Comedy","","Anchorman","Will Ferrell|Christina Applegate|Paul Rudd|Steve Carell|David Koechner"
"414","Dodgeball","2004","DVD","5707020250143","tt0364725","89","Rawson Marshall Thurber","true","https://image.tmdb.org/t/p/w300/r8KbNHkkwFXLjV1suGwm0Qjure5.jpg","","Comedy","","DodgeBall","Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long"
"415","Casino","1995","DVD","5050582341850","tt0112641","171","Martin Scorsese","true","https://image.tmdb.org/t/p/w300/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg","","Crime|Drama","","Casino","Robert De Niro|Sharon Stone|Joe Pesci|James Woods|Don Rickles"
"416","Klovn The Movie","2010","DVD","5708758686341","tt1680136","90","Mikkel Nørgaard","false","https://image.tmdb.org/t/p/w300/d6ZpiZjP30LB2ElfhqUgQBO9ui4.jpg","","Comedy","","Klovn - The Movie","Casper Christensen|Frank Hvam|Iben Hjejle|Mia Lyhne|Marcuz Jess Petersen"
"417","Klovn Forever","2015","Blu-ray","5708758709736","tt4585660","100","Mikkel Nørgaard","false","https://image.tmdb.org/t/p/w300/pJmykPqHSTNJYfytCZ7GJfi7ZLf.jpg","","Comedy","","Klovn forever","Casper Christensen|Frank Hvam|Mia Lyhne|Simone Colling|Iben Hjejle"
"418","Highlander","1986","DVD","5709624005419","tt0091203","111","Russell Mulcahy","false","https://image.tmdb.org/t/p/w300/8Z8dptJEypuLoOQro1WugD855YE.jpg","","Adventure|Action|Fantasy","","Highlander: Den udødelige","Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney"
"419","Dirch Passer box nr. 4","2009","DVD","5706107124919","tt0000000","285","Lau Lauritzen","true","","","","true","",""
"420","Spioner på Missioner","2019","Blu-ray","7340112752804","tt5814534","102","Nick Bruno","true","https://image.tmdb.org/t/p/w300/z52xI0MnoX1rqySFJYnmBqHbXRn.jpg","","Animation|Action|Adventure|Comedy|Family","","Spioner på missioner","Will Smith|Tom Holland|Ben Mendelsohn|Rashida Jones|Karen Gillan"
"421","Kill Bill: Vol. 2","2004","DVD","7332421017675","tt0378194","136","Quentin Tarantino","false","https://image.tmdb.org/t/p/w300/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg","","Action|Crime|Thriller","","Kill Bill: Vol. 2","Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|劉家輝"
"422","Kill Bill: Volume 1","2003","DVD","7332421016074","tt0266697","111","Quentin Tarantino","false","https://image.tmdb.org/t/p/w300/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg","","Action|Crime","","Kill Bill: Vol. 1","Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine"
"423","Det femte element","1997","Blu-ray","5704028218137","tt0119116","126","Luc Besson","false","https://image.tmdb.org/t/p/w300/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg","","Sci-Fi|Action|Adventure","","Det femte element","Bruce Willis|Milla Jovovich|Gary Oldman|Ian Holm|Chris Tucker"
"424","2012","2009","Blu-ray","5051159265272","tt1190080","158","Roland Emmerich","true","https://image.tmdb.org/t/p/w300/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg","","Action|Adventure|Sci-Fi","","2012","John Cusack|Amanda Peet|Chiwetel Ejiofor|Thandiwe Newton|Oliver Platt"
"425","Tropic Thunder","2008","DVD","7332504002475","tt0942385","102","Ben Stiller","true","https://image.tmdb.org/t/p/w300/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg","","Action|Comedy|Adventure|War","","Tropic Thunder","Ben Stiller|Robert Downey Jr.|Jack Black|Jay Baruchel|Brandon T. Jackson"
"426","Mississippi Burning","1988","DVD","5050070007176","tt0095647","121","Alan Parker","true","https://image.tmdb.org/t/p/w300/wvEx2WbxZXYljQ9vSoq37NgeXcJ.jpg","","Drama|Crime|Mystery|Thriller","","Mississippi i flammer","Gene Hackman|Willem Dafoe|Frances McDormand|Brad Dourif|R. Lee Ermey"
"427","Meet the Parents / Meet the Fockers","2000","DVD","7332504002536","tt0000000","223","Jay Roach","true","","","","true","",""
"428","The Frozen Ground","2013","DVD","5705535048422","tt2005374","100","Scott Walker","true","https://image.tmdb.org/t/p/w300/hHDj1h3lJvYd9Cervoswz9crhWg.jpg","","Thriller|Crime","","The Frozen Ground","Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe"
"429","The Day The Earth Stood Still","2008","DVD","5707020363041","tt0970416","98","Scott Derrickson","true","https://image.tmdb.org/t/p/w300/vBgFSYmG5tb7GsZ3tHR0WNaWaxA.jpg","","Drama|Sci-Fi|Thriller","","The Day the Earth Stood Still","Keanu Reeves|Jennifer Connelly|Jaden Smith|Jon Hamm|Kathy Bates"
"430","Crazy Heart","2009","DVD","5707020418468","tt1263670","112","Scott Cooper","false","https://image.tmdb.org/t/p/w300/zwao2YMsqf27IzNEtDNWSe0W9jH.jpg","","Drama|Music|Romance","","Crazy Heart","Jeff Bridges|Maggie Gyllenhaal|Robert Duvall|Colin Farrell|Tom Bower"
"431","The Terminator","1984","DVD","5707020159170","tt0088247","103","James Cameron","true","https://image.tmdb.org/t/p/w300/qvktm0BHcnmDpul4Hz01GIazWPr.jpg","","Action|Thriller|Sci-Fi","","Terminator","Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen"
"432","Chinatown","1974","DVD","7332431027572","tt0071315","125","Roman Polanski","false","https://image.tmdb.org/t/p/w300/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg","","Crime|Drama|Mystery|Thriller","","Chinatown","Jack Nicholson|Faye Dunaway|John Huston|Perry Lopez|Burt Young"
"433","Priest","2011","Blu-ray","5051159286390","tt0822847","87","Scott Stewart","true","https://image.tmdb.org/t/p/w300/fYHiA7LPGl9DG7m3DUs0Td1VMcO.jpg","","Action|Fantasy|Horror","","Priest","Paul Bettany|Karl Urban|Lily Collins|Maggie Q|Stephen Moyer"
"434","Ready Player One","2018","Blu-ray","7340112744540","tt1677720","139","Steven Spielberg","true","https://image.tmdb.org/t/p/w300/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg","","Adventure|Action|Sci-Fi","","Ready Player One","Tye Sheridan|Olivia Cooke|Ben Mendelsohn|Lena Waithe|T.J. Miller"
"435","Sunshine","2007","Blu-ray","5704028323053","tt0448134","107","Danny Boyle","true","https://image.tmdb.org/t/p/w300/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg","","Sci-Fi|Thriller","","Sunshine","Cillian Murphy|Rose Byrne|Chris Evans|Michelle Yeoh|Cliff Curtis"
"436","The Good, the Bad and the Ugly","1966","4K Ultra HD","5027035027487","tt0060196","162","Sergio Leone","false","https://image.tmdb.org/t/p/w300/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg","","Western","","Den gode, den onde og den grusomme","Clint Eastwood|Eli Wallach|Lee Van Cleef|Aldo Giuffrè|Luigi Pistilli"
"437","Stranger than Fiction","2006","DVD","043396154070","tt0420223","113","Marc Forster","true","https://image.tmdb.org/t/p/w300/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg","","Drama|Comedy|Romance|Fantasy","","Stranger Than Fiction","Will Ferrell|Maggie Gyllenhaal|Dustin Hoffman|Emma Thompson|Queen Latifah"
"438","Hot Fuzz","2007","DVD","5050582504545","tt0425112","116","Edgar Wright","true","https://image.tmdb.org/t/p/w300/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg","","Crime|Action|Comedy","","Hot Fuzz","Simon Pegg|Nick Frost|Jim Broadbent|Paddy Considine|Rafe Spall"
"440","Dallas Buyers Club","2013","DVD","5705535050272","tt0790636","111","Jean-Marc Vallée","false","https://image.tmdb.org/t/p/w300/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg","","Drama|History","","Dallas Buyers Club","Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn"
"441","The Day After Tomorrow","2004","Blu-ray","5704028000138","tt0319262","124","Roland Emmerich","true","https://image.tmdb.org/t/p/w300/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg","","Sci-Fi|Thriller|Adventure","","The Day After Tomorrow","Dennis Quaid|Jake Gyllenhaal|Ian Holm|Emmy Rossum|Sela Ward"
"442","The Grand Budapest Hotel","2014","DVD","7340112711009","tt2278388","96","Wes Anderson","false","https://image.tmdb.org/t/p/w300/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg","","Comedy|Drama","","The Grand Budapest Hotel","Ralph Fiennes|F. Murray Abraham|Tony Revolori|Adrien Brody|Willem Dafoe"
"443","The Darjeeling Limited","2007","DVD","5707020362785","tt0838221","88","Wes Anderson","false","https://image.tmdb.org/t/p/w300/oSW5OVXTulaIXcoNwJAp5YEKpbP.jpg","","Adventure|Drama|Comedy","","The Darjeeling Limited","Owen Wilson|Adrien Brody|Jason Schwartzman|Amara Karan|Wallace Wolodarsky"
"444","The Hunger Games: Mockingjay - Part 2","2015","DVD","5708758709781","tt1951266","131","Francis Lawrence (II)","true","https://image.tmdb.org/t/p/w300/lImKHDfExAulp16grYm8zD5eONE.jpg","","Action|Adventure|Sci-Fi","","The Hunger Games: Mockingjay - del 2","Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks"
"445","The Hunger Games","2012","DVD","5708758690362","tt1392170","137","Gary Ross","true","https://image.tmdb.org/t/p/w300/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg","","Sci-Fi|Adventure|Action|Thriller","","The Hunger Games","Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks"
"446","The Hunger Games: Mockingjay - Part 1","2014","DVD","5708758706193","tt1951265","118","Francis Lawrence (II)","true","https://image.tmdb.org/t/p/w300/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg","","Sci-Fi|Adventure|Thriller","","The Hunger Games: Mockingjay - del 1","Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks"
"447","The Hunger Games: Catching Fire","2013","DVD","5708758699167","tt1951264","140","Francis Lawrence (II)","true","https://image.tmdb.org/t/p/w300/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg","","Adventure|Action|Sci-Fi","","The Hunger Games: Catching Fire","Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks"
"448","Nymph()maniac - Director's cut","2013","DVD","5708758709521","tt1937390","312","Lars Von Trier","false","https://image.tmdb.org/t/p/w300/piikL8vRh3s1ysHGTIqaZpdjfNU.jpg","","Drama","","Nymphomaniac: Vol. I","Charlotte Gainsbourg|Stellan Skarsgård|Stacy Martin|Shia LaBeouf|Christian Slater"
"449","The Theory of Everything","2014","Blu-ray","5053083041700","tt2980516","123","James Marsh","false","https://image.tmdb.org/t/p/w300/kJuL37NTE51zVP3eG5aGMyKAIlh.jpg","","Drama|Romance","","Teorien Om Alting","Eddie Redmayne|Felicity Jones|Charlie Cox|Emily Watson|Simon McBurney"
"450","Amélie","2001","DVD","5706102356650","tt0211915","116","Jean-Pierre Jeunet","true","https://image.tmdb.org/t/p/w300/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg","","Comedy|Romance","","Den fabelagtige Amélie fra Montmartre","Audrey Tautou|Mathieu Kassovitz|Rufus|Serge Merlin|Jamel Debbouze"
"451","Insomnia","2002","DVD","7393834282500","tt0278504","113","Christopher Nolan","false","https://image.tmdb.org/t/p/w300/riVXh3EimGO0y5dgQxEWPRy5Itg.jpg","","Thriller|Crime|Drama","","Insomnia","Al Pacino|Robin Williams|Hilary Swank|Maura Tierney|Martin Donovan"
"452","Nosferatu","2024","Blu-ray","7333018032767","tt5040012","132","Robert Eggers","false","https://image.tmdb.org/t/p/w300/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg","","Horror|Fantasy","","Nosferatu","Lily-Rose Depp|Nicholas Hoult|Bill Skarsgård|Aaron Taylor-Johnson|Willem Dafoe"
"453","Beetlejuice Beetlejuice","2024","Blu-ray","7333018031715","tt2049403","105","Tim Burton","false","https://image.tmdb.org/t/p/w300/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg","","Comedy|Fantasy|Horror","","Beetlejuice Beetlejuice","Michael Keaton|Winona Ryder|Catherine O'Hara|Jenna Ortega|Justin Theroux"
"454","Guldregn","1988","DVD","5706550004233","tt0093127","96","Søren Kragh-Jacobsen","true","https://image.tmdb.org/t/p/w300/cvS0EvZk2yxFim2XUgn20ZtVcrG.jpg","","Family|Crime","","Guldregn","Ricki Rasmussen|Tania Frydenberg Larsen|Ken Vedsegaard|Nanna Bøndergaard|Torben Jensen"
"455","Starship Troopers","1997","DVD","7393834139408","tt0120201","125","Paul Verhoeven","true","https://image.tmdb.org/t/p/w300/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg","","Adventure|Action|Thriller|Sci-Fi","","Starship Troopers","Casper Van Dien|Dina Meyer|Denise Richards|Jake Busey|Neil Patrick Harris"
"456","I Kina spiser de hunde","1999","DVD","5706102347429","tt0180748","91","Lasse Spang Olsen","true","https://image.tmdb.org/t/p/w300/v78NxEyzsElWnwSvGWpvf2DCzP9.jpg","","Action|Comedy|Crime","","I Kina spiser de hunde","Kim Bodnia|Dejan Čukić|Nikolaj Lie Kaas|Tomas Villum Jensen|Peter Gantzler"
"457","The Prestige","2006","DVD","7321970106473","tt0482571","125","Christopher Nolan","true","https://image.tmdb.org/t/p/w300/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg","","Drama|Mystery|Sci-Fi","","The Prestige","Hugh Jackman|Christian Bale|Michael Caine|Piper Perabo|Rebecca Hall"
"458","Doom","2005","DVD","5050582390056","tt0419706","108","Andrzej Bartkowiak","true","https://image.tmdb.org/t/p/w300/y50lH061yWOvEstoZRn7lYs0huk.jpg","","Action|Horror|Sci-Fi","","Doom","Dwayne Johnson|Karl Urban|Rosamund Pike|Deobia Oparei|Razaaq Adoti"
"459","The Strangers","2008","DVD","5704897016704","tt0482606","85","Bryan Bertino","true","https://image.tmdb.org/t/p/w300/gwsg4qFmLOvlhwXj4OZuxfFUdP0.jpg","","Horror|Thriller","","The Strangers","Liv Tyler|Scott Speedman|Gemma Ward|Kip Weeks|Laura Margolis"
"460","Ternet Ninja 3","2025","Blu-ray","5708758727297","tt32635378","84","Thorbjørn Christoffersen","true","https://image.tmdb.org/t/p/w300/sGUesG39H2LWZ6lUTwZXOqUHsxI.jpg","","Animation|Action|Comedy","","Ternet Ninja 3","Anders Matthesen|Flora Ofelia Hofmann Lindahl|Louis Næss-Schmidt|Emma Sehested Høeg"
"461","Lost In Translation","2003","DVD","7321939235541","tt0335266","99","Sofia Coppola","false","https://image.tmdb.org/t/p/w300/3jCLmYDIIiSMPujbwygNpqdpM8N.jpg","","Drama|Comedy|Romance","","Lost in Translation","Bill Murray|Scarlett Johansson|Giovanni Ribisi|Anna Faris|Akiko Takeshita"
"462","En ny dag truer","1993","DVD","5050582128468","tt0107048","97","Harold Ramis","true","https://image.tmdb.org/t/p/w300/gCgt1WARPZaXnq523ySQEUKinCs.jpg","","Romance|Fantasy|Comedy","","En ny dag truer","Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray"
"463","Shrek","2001","DVD","7332505000371","tt0126029","90","Andrew Adamson","true","https://image.tmdb.org/t/p/w300/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg","","Animation|Comedy|Fantasy|Adventure|Family","","Shrek","Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel"
"464","Hero","2002","DVD","5706550034209","tt0299977","94","Yimou Zhang","true","https://image.tmdb.org/t/p/w300/vxgZto2Cz7ILHAlmRXt50I2brB2.jpg","","Drama|Adventure|Action|History","","Hero","李连杰|梁朝偉|張曼玉|Donnie Yen|章子怡"
"465","Biler","2006","DVD","8717418072971","tt0317219","116","John Lasseter","true","https://image.tmdb.org/t/p/w300/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg","","Animation|Adventure|Comedy|Family","","Biler","Owen Wilson|Paul Newman|Bonnie Hunt|Larry the Cable Guy|Cheech Marin"
"466","Det Regner med Frikadeller","2009","DVD","5051159270115","tt0844471","86","Phil Lord","true","https://image.tmdb.org/t/p/w300/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg","","Animation|Comedy|Family","","Det regner med frikadeller","Bill Hader|Anna Faris|James Caan|Andy Samberg|Bruce Campbell"
"467","Alvin og de frække jordegern 2","2009","DVD","5707020417126","tt1231580","100","Betty Thomas","true","https://image.tmdb.org/t/p/w300/8mdPqOga5fty15nXmaNcK1fsNMa.jpg","","Comedy|Family|Animation|Fantasy|Music","","Alvin og de frække jordegern 2","Zachary Levi|David Cross|Jason Lee|Justin Long|Matthew Gray Gubler"
"468","Forgotten Silver","1995","DVD","5709624008106","tt0116344","53","Costa Botes","false","https://image.tmdb.org/t/p/w300/gSLluaJR2fxmsGOtmfSKQJ9RCly.jpg","","Comedy","","Forgotten Silver","Jeffrey Thomas|Peter Jackson|Costa Botes|Beatrice Ashton|Leonard Maltin"
"469","Frækkere end politiet tillader II","1987","DVD","7312065000660","tt0092644","99","Tony Scott","true","https://image.tmdb.org/t/p/w300/egDakU8O5yUwpUJP9IMAUVtIDll.jpg","","Action|Comedy|Crime","","Frækkere end politiet tillader 2","Eddie Murphy|Judge Reinhold|John Ashton|Jürgen Prochnow|Ronny Cox"
"470","Die Hard: Mega Hard","1994","DVD","7393834221806","tt0112864","123","John McTiernan","true","https://image.tmdb.org/t/p/w300/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg","","Action|Thriller","","Die Hard - Mega Hard","Bruce Willis|Jeremy Irons|Samuel L. Jackson|Larry Bryggman|Graham Greene"
"471","ACE VENTURA 1 + 2","1994","DVD","5708758680851","tt0000000","193","Tom Shadyac","true","","","","true","",""
"472","Constantine","2005","DVD","7321979389426","tt0360486","116","Francis Lawrence","true","https://image.tmdb.org/t/p/w300/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg","","Fantasy|Action|Horror","","Constantine","Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker"
"473","The Blind Side","2009","DVD","5051895041369","tt0878804","123","John Lee Hancock","false","https://image.tmdb.org/t/p/w300/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg","","Drama","","The Blind Side","Sandra Bullock|Tim McGraw|Quinton Aaron|Jae Head|Lily Collins"
"474","Winter's Bone","2010","DVD","5705535042185","tt1399683","96","Debra Granik","false","https://image.tmdb.org/t/p/w300/a0qhPkNlxLfsf5B2jFyI1Pp04XV.jpg","","Drama|Mystery","","Winter's Bone","Jennifer Lawrence|John Hawkes|Kevin Breznahan|Dale Dickey|Garret Dillahunt"
"475","Dawn of the Dead","2004","DVD","5708758656948","tt0363547","105","Zack Snyder","true","https://image.tmdb.org/t/p/w300/ttquyxStEEctzghtA2f4PUGprDr.jpg","","Horror|Action","","Dawn of the Dead","Sarah Polley|Ving Rhames|Jake Weber|Michael Kelly|Mekhi Phifer"
"476","The X-Files: I Want To Believe","2008","DVD","5707020396995","tt0443701","104","Chris Carter","true","https://image.tmdb.org/t/p/w300/3zQMhutUMJP6lK49x7i2YfsOHL9.jpg","","Mystery|Sci-Fi|Thriller","","Strengt Fortroligt: Jeg Vil Tro","David Duchovny|Gillian Anderson|Amanda Peet|Billy Connolly|Xzibit"
"477","X-Men Trilogy","2000","DVD","5707020331453","tt0000000","332","Brett Ratner","true","","","","true","",""
"478","Frækkere end politiet tillader","1984","DVD","7312065000615","tt0086960","101","Martin Brest","true","https://image.tmdb.org/t/p/w300/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg","","Comedy|Crime|Action","","Frækkere end politiet tillader","Eddie Murphy|Judge Reinhold|John Ashton|Lisa Eilbacher|Ronny Cox"
"479","The Social Network","2010","DVD","5051159278913","tt1285016","115","David Fincher","false","https://image.tmdb.org/t/p/w300/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg","","Drama","","The Social Network","Jesse Eisenberg|Andrew Garfield|Armie Hammer|Justin Timberlake|Rooney Mara"
"480","It","1990","Blu-ray","5051895405819","tt0099864","187","Tommy Lee Wallace","true","https://image.tmdb.org/t/p/w300/tvfVF85iLpm9Z1IoIHB3hZr6NR9.jpg","","Horror|Thriller|Mystery","","",""
"481","Pulp Fiction","1994","4K Ultra HD","5056453207218","tt0110912","155","Quentin Tarantino","true","https://image.tmdb.org/t/p/w300/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg","","Thriller|Crime|Comedy","","Pulp Fiction","John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames"
"482","Den Sidste Viking","2025","Blu-ray","5708758727334","tt27817389","111","Anders Thomas Jensen","true","https://image.tmdb.org/t/p/w300/92ztdPsf98i0tLcONIX92yuh3MQ.jpg","","Comedy|Crime|Drama","","Den sidste viking","Mads Mikkelsen|Nikolaj Lie Kaas|Sofie Gråbøl|Søren Malling|Bodil Jørgensen"
"483","The Autopsy of Jane Doe","2016","Blu-ray","7333018007505","tt3289956","86","André Øvredal","false","https://image.tmdb.org/t/p/w300/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg","","Horror|Mystery","","The Autopsy of Jane Doe","Emile Hirsch|Brian Cox|Ophelia Lovibond|Olwen Catherine Kelly|Michael McElhatton"
"484","Harry Potter: Complete 8-film collection","1900","Blu-ray","5051895405222","tt0000000","1118","","true","","","","true","",""
"485","Harry Potter and the Deathly Hallows: Part 2","2011","Blu-ray","000000000000","tt1201607","130","David Yates","true","https://image.tmdb.org/t/p/w300/c54HpQmuwXjHq2C9wmoACjxoom3.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og dødsregalierne - del 2","Daniel Radcliffe|Emma Watson|Rupert Grint|Ralph Fiennes|Alan Rickman"
"486","Harry Potter and the Sorcerer's Stone","2001","Blu-ray","000000000000","tt0241527","152","Chris Columbus","true","https://image.tmdb.org/t/p/w300/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og de vises sten","Daniel Radcliffe|Rupert Grint|Emma Watson|Richard Harris|Tom Felton"
"487","Harry Potter and the Prisoner of Azkaban","2004","Blu-ray","000000000000","tt0304141","141","Alfonso Cuarón","true","https://image.tmdb.org/t/p/w300/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og fangen fra Azkaban","Daniel Radcliffe|Rupert Grint|Emma Watson|Robbie Coltrane|Michael Gambon"
"488","Harry Potter and the Deathly Hallows: Part 1","2010","Blu-ray","000000000000","tt0926084","146","David Yates","true","https://image.tmdb.org/t/p/w300/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og dødsregalierne - del 1","Daniel Radcliffe|Emma Watson|Rupert Grint|Toby Jones|Helena Bonham Carter"
"489","Harry Potter and the Order of the Phoenix","2007","Blu-ray","000000000000","tt0373889","138","David Yates","true","https://image.tmdb.org/t/p/w300/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og Fønixordenen","Daniel Radcliffe|Rupert Grint|Emma Watson|Imelda Staunton|Helena Bonham Carter"
"490","Harry Potter and the Chamber of Secrets","2002","Blu-ray","000000000000","tt0295297","160","Chris Columbus","true","https://image.tmdb.org/t/p/w300/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og hemmelighedernes kammer","Daniel Radcliffe|Rupert Grint|Emma Watson|Kenneth Branagh|Toby Jones"
"491","Harry Potter and the Half-Blood Prince","2009","Blu-ray","000000000000","tt0417741","153","David Yates","true","https://image.tmdb.org/t/p/w300/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og halvblodsprinsen","Daniel Radcliffe|Rupert Grint|Emma Watson|Jim Broadbent|Michael Gambon"
"492","Harry Potter and the Goblet of Fire","2005","Blu-ray","000000000000","tt0330373","157","Mike Newell","true","https://image.tmdb.org/t/p/w300/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg","Harry Potter: Complete 8-film collection","Adventure|Fantasy","","Harry Potter og flammernes pokal","Daniel Radcliffe|Rupert Grint|Emma Watson|Brendan Gleeson|Michael Gambon"
"493","Hatchet","2006","DVD","5050582514520","tt0422401","81","Adam Green","false","https://image.tmdb.org/t/p/w300/lkh3Fwruds78feXfP1Zb9kBLydL.jpg","","Comedy|Horror","","Hatchet","Joel David Moore|Amara Zaragoza|Deon Richmond|Kane Hodder|Joleigh Fioravanti"
"494","True Detective: The Complete First Season","2014","DVD","5051895321317","tt2356777","438","Cary Fukunaga","false","https://image.tmdb.org/t/p/w300/zYqVTiHK5ZajYcNzAW7qWte5NWS.jpg","","Drama|Mystery","","",""
"495","Skyfall","2012","Blu-ray","5704028551135","tt1074638","143","Sam Mendes","false","https://image.tmdb.org/t/p/w300/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg","","Action|Adventure|Thriller","","Agent 007 - Skyfall","Daniel Craig|Judi Dench|Javier Bardem|Ralph Fiennes|Naomie Harris"
"497","Bruce den almægtige","2003","DVD","5706710212799","tt0315327","97","Tom Shadyac","true","https://image.tmdb.org/t/p/w300/3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg","","Fantasy|Comedy","","Bruce den almægtige","Jim Carrey|Morgan Freeman|Jennifer Aniston|Philip Baker Hall|Catherine Bell"
"498","Minority Report","2002","DVD","5707020209189","tt0181689","141","Steven Spielberg","true","https://image.tmdb.org/t/p/w300/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg","","Sci-Fi|Action|Thriller","","Minority Report","Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Lois Smith"
"499","I Am Legend","2007","DVD","7321970294484","tt0480249","96","Francis Lawrence (II)","true","https://image.tmdb.org/t/p/w300/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg","","Drama|Sci-Fi|Thriller","","I Am Legend","Will Smith|Alice Braga|Charlie Tahan|Dash Mihok|Salli Richardson-Whitfield"
"500","Dödligt Vapen 2","1989","DVD","7321937162900","tt0097733","114","Richard Donner","true","https://image.tmdb.org/t/p/w300/ZsUGxTnZ4TzTrHSAfUPJcliL1K.jpg","","Action|Thriller|Crime","","Dødbringende våben 2","Mel Gibson|Danny Glover|Joe Pesci|Joss Ackland|Derrick O'Connor"
"501","Dødbringende våben","1987","DVD","7321979162890","tt0093409","117","Richard Donner","true","https://image.tmdb.org/t/p/w300/6gt44oqb4nE8vflPElffeGwsHVl.jpg","","Action|Thriller|Crime","","Dødbringende våben","Mel Gibson|Danny Glover|Gary Busey|Mitchell Ryan|Tom Atkins"
"502","Manden Med Plæneklipperen","1992","DVD","5706101561031","tt0104692","141","Brett Leonard","false","https://image.tmdb.org/t/p/w300/aDACpFww9vkeyYOj5xrfJuxoQdK.jpg","","Sci-Fi|Horror","","Manden med plæneklipperen","Jeff Fahey|Pierce Brosnan|Jenny Wright|Mark Bringelson|Geoffrey Lewis"
