"uid","title","year","format","barcode","imdb_id","runtime","director","watched","poster_url","box_set","genre_ids","hidden","title_da","actors"
"190","Men in Black 3","2012","Blu-ray","5051159296177","tt1409024","106","Barry Sonnenfeld","true","https://image.tmdb.org/t/p/w300/90DdoEStzeObs96fsYf4GG544iN.jpg","","Action|Comedy|Sci-Fi","","Men in Black 3","Will Smith|Tommy Lee Jones|Josh Brolin|Jemaine Clement|Emma Thompson"
"191","Django Unchained","2012","Blu-ray","5051159304872","tt1853728","165","Quentin Tarantino","true","https://image.tmdb.org/t/p/w300/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg","","Drama|Western","","Django Unchained","Jamie Foxx|Christoph Waltz|Leonardo DiCaprio|Kerry Washington|Samuel L. Jackson"
"192","Tenebre","1982","DVD","5709624011687","tt0084777","110","Dario Argento","true","https://image.tmdb.org/t/p/w300/uWNCyUX9sjtnhleqyw2W5ECijlP.jpg","","Horror|Thriller|Mystery","","Terror uden grænser","Anthony Franciosa|John Saxon|Daria Nicolodi|Giuliano Gemma|Christian Borromeo"
"193","Porco Rosso - Den Flyvende Gris","1992","Blu-ray","5705535060073","tt0104652","94","Hayao Miyazaki","true","https://image.tmdb.org/t/p/w300/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg","","Animation|Adventure|Fantasy","","Porco Rosso","森山周一郎|加藤登紀子|Bunshi Katsura Vi|上條恒彦|岡村明美"
"194","Bruce Campbell vs. Army of Darkness","1992","DVD","013131210194","tt0106308","96","Sam Raimi","true","https://image.tmdb.org/t/p/w300/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg","","Fantasy|Horror|Comedy","","Army of Darkness","Bruce Campbell|Embeth Davidtz|Marcus Gilbert|Ian Abercrombie|Richard Grove"
"195","What Becomes Of The Broken Hearted?","1999","DVD","5706550014416","tt0197094","108","Ian Mune","true","https://image.tmdb.org/t/p/w300/hdjZtu4hpapjPLekFZXLOijuLzX.jpg","","Drama","","What Becomes of the Broken Hearted?","Temuera Morrison|Rena Owen|Clint Eruera|Nancy Brunning|Pete Smith"
"196","Mean Streets","1973","DVD","5706101547110","tt0070379","107","Martin Scorsese","true","https://image.tmdb.org/t/p/w300/9msfwOeGc9uL1iRRTBdEf15XonC.jpg","","Drama|Crime","","Gaden uden nåde","Robert De Niro|Harvey Keitel|David Proval|Amy Robinson|Richard Romanus"
"197","The Straight Story","1999","DVD","6867449003498","tt0166896","107","David Lynch","true","https://image.tmdb.org/t/p/w300/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg","","Drama|History","","The Straight Story","Richard Farnsworth|Sissy Spacek|Jane Galloway Heitz|Joseph A. Carpenter|Donald Wiegert"
"198","The Uninvited","2003","DVD","5050582236095","tt0358345","127","Su-yeon Lee","true","https://image.tmdb.org/t/p/w300/wVh1LRHa5IfsRh3gX4jykIDwQAP.jpg","","Horror|Thriller","","4인용 식탁","박신양|전지현|유선|김여진|정욱"
"199","The Texas Chainsaw Massacre","1974","Blu-ray","5028836040385","tt0072271","84","Tobe Hooper","false","https://image.tmdb.org/t/p/w300/mpgkRPH1GNkMCgdPk2OMyHzAks7.jpg","","Horror","","Motorsavsmassakren","Marilyn Burns|Allen Danziger|Paul A. Partain|William Vail|Teri McMinn"
"200","Lucky Luke - Vejen til Oklahoma / Slægtsfejden","1983","DVD","5709624009738","tt0000000","50","René Goscinny","true","","","","","",""
"201","Traffic","2000","DVD","5706141753366","tt0181865","148","Steven Soderbergh","true","https://image.tmdb.org/t/p/w300/jbccmnqE4oAPI67bApgt2JiRPz8.jpg","","Thriller|Drama|Crime","","Traffic","Michael Douglas|Benicio del Toro|Catherine Zeta-Jones|Erika Christensen|Don Cheadle"
"202","A Clockwork Orange","1971","DVD","7321979211505","tt0066921","131","Stanley Kubrick","true","https://image.tmdb.org/t/p/w300/4sHeTAp65WrSSuc05nRBKddhBxO.jpg","","Sci-Fi|Crime","","Clockwork Orange","Malcolm McDowell|Patrick Magee|Carl Duering|Michael Bates|Warren Clarke"
"203","Rushmore","1998","DVD","717951002983","tt0128445","93","Wes Anderson","true","https://image.tmdb.org/t/p/w300/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg","","Comedy|Drama","","Rushmore","Jason Schwartzman|Bill Murray|Olivia Williams|Seymour Cassel|Brian Cox"
"204","Lucky Luke - Dalton City / De Sorte Bjerge","1983","DVD","5709624009714","tt0000000","50","René Goscinny","true","","","","","",""
"205","Infernal Affairs","2002","DVD","5050582232882","tt0338564","97","Wai-keung Lau","true","https://image.tmdb.org/t/p/w300/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg","","Drama|Action|Thriller|Crime|Mystery","","Infernal Affairs","劉德華|梁朝偉|黃秋生|曾志偉|陳慧琳"
"206","Baronessen fra benzintanken","1960","DVD","5706550090212","tt0053636","81","Annelise Reenberg","true","https://image.tmdb.org/t/p/w300/u643Zj2FxVD6LjiUC7lsUplocIo.jpg","","Comedy","","Baronessen fra benzintanken","Ghita Nørby|Dirch Passer|Ove Sprogøe|Maria Garland|Karin Nellemose"
"207","Ilsa: Hun-Tigeren fra Sibirien","1977","DVD","5706102357145","tt0078398","92","Jean LaFleur","true","https://image.tmdb.org/t/p/w300/r8zD8k2TKzEeLBtmgnEZk0XGxPs.jpg","","Horror|Thriller|War","","Ilsa, Hun-Tigeren fra Sibirien","Dyanne Thorne|Michel-René Labelle|Jean-Guy Latour|Gilbert Beaumont|Ray Landry"
"208","Platoon","1986","DVD","5707020158838","tt0091763","115","Oliver Stone","true","https://image.tmdb.org/t/p/w300/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg","","Drama|War|Action","","Platoon - kamp-patruljen","Charlie Sheen|Willem Dafoe|Tom Berenger|Kevin Dillon|Forest Whitaker"
"209","Arriettys hemmelige verden","2010","Blu-ray","5705535044714","tt1568921","94","Hiromasa Yonebayashi","true","https://image.tmdb.org/t/p/w300/3lSRaSjDp2nkXMQkzzjpRi3035O.jpg","","Fantasy|Animation|Family","","Arriettys hemmelige verden","志田未来|神木隆之介|三浦友和|竹下景子|樹木希林"
"210","Edward Saksehånd","1990","DVD","5707020018675","tt0099487","103","Tim Burton","true","https://image.tmdb.org/t/p/w300/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg","","Fantasy|Drama|Romance","","Edward Saksehånd","Johnny Depp|Winona Ryder|Dianne Wiest|Anthony Michael Hall|Kathy Baker"
"211","Ring","2001","DVD","5023965332028","tt0178868","91","Hideo Nakata","true","https://image.tmdb.org/t/p/w300/1YINof6kN5yRdePEbcU5360ejoq.jpg","","Horror|Thriller","","The Ring","松嶋菜々子|Hiroyuki Sanada|大高力也|中谷美紀|竹内結子"
"212","V for Vendetta","2005","DVD","012569823792","tt0434409","132","James McTeigue","true","https://image.tmdb.org/t/p/w300/piZOwjyk1g51oPHonc7zaQY3WOv.jpg","","Action|Thriller|Sci-Fi","","V for Vendetta","Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt"
"213","Suspiria","1977","DVD","5709624007987","tt0076786","98","Dario Argento","true","https://image.tmdb.org/t/p/w300/sEcvc9h1X3hYZdFgtiiKMm6RB3f.jpg","","Horror","","Suspiria","Jessica Harper|Stefania Casini|Flavio Bucci|Miguel Bosé|Barbara Magnolfi"
"214","Wishing Stairs (Asian version)","2003","DVD","5050582270426","tt0370082","100","Jae-yeon Yun","true","https://image.tmdb.org/t/p/w300/hX1CdiS8hJJxY8TuAmMoExYXKfn.jpg","","Horror","","여고괴담 3: 여우계단","송지효|박한별|조안|박지연|이지형"
"215","Cirkeline: 3-DVD Box-set","1900","DVD","5709498080321","tt0000000","0","","true","","","","","",""
"216","Hollywood Ending","2002","DVD","5706141756640","tt0278823","108","Woody Allen","true","https://image.tmdb.org/t/p/w300/aDRbdtNoTRoYnIpH3g1icGeHGBh.jpg","","Comedy|Drama","","Hollywood Ending","Woody Allen|George Hamilton|Téa Leoni|Debra Messing|Mark Rydell"
"217","Bagdad Café","1987","DVD","5709624012264","tt0095801","104","Percy Adlon","false","https://image.tmdb.org/t/p/w300/zeEa3jVkLE8C0KjOiiKqMbhHgaL.jpg","","Comedy|Drama","","Bagdad Café","Marianne Sägebrecht|CCH Pounder|Jack Palance|Christine Kaufmann|Monica Calhoun"
"218","Dogville","2003","DVD","5708758648400","tt0276919","160","Lars Von Trier","true","https://image.tmdb.org/t/p/w300/lraVawavIXh5geMlVjpzCw9TGwR.jpg","","Crime|Drama|Thriller","","Dogville","Nicole Kidman|Paul Bettany|John Hurt|Stellan Skarsgård|Philip Baker Hall"
"219","Jarhead","2005","DVD","5050582415513","tt0418763","123","Sam Mendes","true","https://image.tmdb.org/t/p/w300/6vdj47RAWOUZBkeQmqToeZ7eaio.jpg","","Drama|War","","Jarhead","Jake Gyllenhaal|Jamie Foxx|Peter Sarsgaard|Scott MacDonald|Chris Cooper"
"220","The Machinist","2004","DVD","5706102262258","tt0361862","0","Brad Anderson","true","https://image.tmdb.org/t/p/w300/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg","","Thriller|Drama","","The Machinist","Christian Bale|Jennifer Jason Leigh|Aitana Sánchez-Gijón|John Sharian|Michael Ironside"
"221","Løvernes konge","1994","Blu-ray","8717418306366","tt0110357","85","Roger Allers","true","https://image.tmdb.org/t/p/w300/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg","","Animation|Family|Drama","","Løvernes konge","Matthew Broderick|Moira Kelly|Jeremy Irons|Nathan Lane|Ernie Sabella"
"222","De Andres Liv","2006","DVD","5706550008958","tt0405094","124","Florian Henckel von Donnersmarck","true","https://image.tmdb.org/t/p/w300/cVUDMnskSc01rdbyH0tLATTJUdP.jpg","","Drama|Thriller","","De andres liv","Martina Gedeck|Ulrich Mühe|Sebastian Koch|Ulrich Tukur|Thomas Thieme"
"223","The Fog","1980","DVD","5050582483840","tt0080749","86","John Carpenter","true","https://image.tmdb.org/t/p/w300/12EeSboRofP3CI4SPmMFNNXCbtY.jpg","","Horror","","Tågen","Adrienne Barbeau|Tom Atkins|Jamie Lee Curtis|Hal Holbrook|Janet Leigh"
"224","Nausicaä - fra vindenes dal","1984","Blu-ray","5705535060011","tt0087544","116","Hayao Miyazaki","true","https://image.tmdb.org/t/p/w300/tcrkfB8SRPQCgwI88hQScua6nxh.jpg","","Adventure|Animation|Fantasy","","Nausicaä - fra vindenes dal","島本須美|永井一郎|納谷悟朗|松田洋治|榊原良子"
"225","The Last Horror Movie","2003","DVD","5708758659895","tt0319728","76","Julian Richards","true","https://image.tmdb.org/t/p/w300/1YJ9N4lbMelJlMK8ykX2WUAR9M9.jpg","","Horror|Thriller","","The Last Horror Movie","Kevin Howarth|Mark Stevenson|Antonia Beamish|Christabel Muir|Jonathan Coote"
"226","Bird with the Crystal Plumage","1970","DVD","5709624011656","tt0065143","93","Dario Argento","true","https://image.tmdb.org/t/p/w300/dpALRkwodEIT7TGX9SqTgwVNn0i.jpg","","Horror|Mystery|Thriller","","Fuglen med krystalfjerpragten","Tony Musante|Suzy Kendall|Enrico Maria Salerno|Eva Renzi|Umberto Raho"
"227","The Science of Sleep","2006","DVD","5706710216643","tt0354899","102","Michel Gondry","true","https://image.tmdb.org/t/p/w300/8bummqwU6MV65ZJvNtKx8Y3NIEk.jpg","","Comedy|Drama|Fantasy","","La Science des rêves","Gael García Bernal|Charlotte Gainsbourg|Miou-Miou|Alain Chabat|Emma de Caunes"
"228","CKY 3","2002","DVD","673041900693","tt0362486","60","Bam Margera","true","https://image.tmdb.org/t/p/w300/7XfGXvSWMOlJDquWtVSii2yfqsp.jpg","","Action|Comedy|Documentary","","CKY 3","Bam Margera|Ryan Dunn|Brandon DiCamillo|Rake Yohn|Jess Margera"
"229","Dark Shadows","2012","Blu-ray","5051895206256","tt1077368","112","Tim Burton","true","https://image.tmdb.org/t/p/w300/fd9Ck4cxVlmtXsbeGtQW7WFuUFI.jpg","","Comedy|Fantasy","","Dark Shadows","Johnny Depp|Michelle Pfeiffer|Eva Green|Helena Bonham Carter|Chloë Grace Moretz"
"230","Tiger på spring, drage i skjul","2000","DVD","5706550008644","tt0190332","115","Ang Lee","true","https://image.tmdb.org/t/p/w300/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg","","Adventure|Drama|Action|Romance","","Tiger på spring, drage i skjul","周潤發|Michelle Yeoh|章子怡|張震|郎雄"
"231","Slumdog Millionaire","2008","DVD","5706710220824","tt1010048","115","Danny Boyle","true","https://image.tmdb.org/t/p/w300/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg","","Drama|Romance","","Slumdog Millionaire","Dev Patel|Freida Pinto|Madhur Mittal|अनिल कपूर|Mahesh Manjrekar"
"232","Bænken","2000","DVD","5706102352348","tt0245027","89","Per Fly","true","https://image.tmdb.org/t/p/w300/5bOteNFp8WsXaK44GHWGCugsotv.jpg","","Drama","","Bænken","Jesper Christensen|Nicolaj Kopernikus|Jens Albinus|Sarah Boberg|Lars Brygmann"
"233","The Evil Dead","1981","DVD","5060020620195","tt0083907","85","Sam Raimi","true","https://image.tmdb.org/t/p/w300/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg","","Horror","","Evil Dead","Bruce Campbell|Ellen Sandweiss|Richard DeManincor|Betsy Baker|Theresa Tilly"
"234","Once Upon a Time in the West","1968","DVD","7332431009677","tt0064116","159","Sergio Leone","true","https://image.tmdb.org/t/p/w300/qbYgqOczabWNn2XKwgMtVrntD6P.jpg","","Drama|Western","","Vestens hårde halse","Claudia Cardinale|Henry Fonda|Jason Robards|Charles Bronson|Gabriele Ferzetti"
"235","The Pianist","2002","DVD","5050582202366","tt0253474","143","Roman Polanski","true","https://image.tmdb.org/t/p/w300/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg","","Drama|War","","Pianisten","Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox"
"236","Control","2007","DVD","5706102398384","tt0421082","120","Anton Corbijn","false","https://image.tmdb.org/t/p/w300/jOJiaOhwrDdwqTRZvZOhbndqHGp.jpg","","Drama","","Control","Sam Riley|Samantha Morton|Alexandra Maria Lara|Joe Anderson|Toby Kebbell"
"237","Portland","1996","DVD","5707708000152","tt0117363","100","Niels Arden Oplev","true","https://image.tmdb.org/t/p/w300/4PTzrF8CSHxf5pmfcGJHUupbYVZ.jpg","","Crime|Drama","","Portland","Anders W. Berthelsen|Ulrich Thomsen|Iben Hjejle|Helle Dolleris|Jens Albinus"
"238","Spider","2002","DVD","5706102355974","tt0278731","95","David Cronenberg","true","https://image.tmdb.org/t/p/w300/zvm4WuYxTiGkRagRqHUey0meRQL.jpg","","Drama|Mystery|Thriller","","Spider","Ralph Fiennes|Miranda Richardson|Gabriel Byrne|Lynn Redgrave|John Neville"
"239","Thank you for smoking","2005","DVD","5706141778277","tt0427944","88","Jason Reitman","true","https://image.tmdb.org/t/p/w300/41bMmglWT72OaRXrMROEyksOf3J.jpg","","Comedy|Drama","","Thank You for Smoking","Aaron Eckhart|Maria Bello|Cameron Bright|Adam Brody|Sam Elliott"
"240","Micmacs","2009","DVD","5706102297489","tt1149361","100","Jean-Pierre Jeunet","true","https://image.tmdb.org/t/p/w300/yiqooJWNDEVsp8lbdTrTBvLAk0m.jpg","","Action|Comedy|Crime","","Micmacs: Det glade vanvid","Dany Boon|Dominique Pinon|André Dussollier|Jean-Pierre Marielle|Julie Ferrier"
"241","Ilsa: Hun-Ulven fra SS","1975","DVD","5706102357152","tt0071650","92","Don Edmonds","true","https://image.tmdb.org/t/p/w300/toiyTNxp1DiCMK5wS63Q9eZcS2N.jpg","","Thriller|Horror|War|Drama","","Ilse: Hunulven fra SS","Dyanne Thorne|Gregory Knoph|Tony Mumolo|Maria Marx|Nicolle Riddell"
"242","Solaris","2002","DVD","5707020242834","tt0307479","94","Steven Soderbergh","true","https://image.tmdb.org/t/p/w300/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg","","Drama|Sci-Fi|Mystery","","Solaris","George Clooney|Natascha McElhone|Viola Davis|Jeremy Davies|Ulrich Tukur"
"243","Back to the Future: The Ultimate Trilogy","1900","4K Ultra HD","5053083222338","tt0000000","342","","true","","","","true","",""
"244","Fraggle Rock: Where It All Began","1983","DVD","045986258007","tt0085017","80","Jim Henson","true","https://image.tmdb.org/t/p/w300/nyvNej9aHC2wydFflPMrASS6MF7.jpg","","Family|Comedy","","",""
"245","Bag Facaden","2000","DVD","5707020200216","tt0161081","124","Robert Zemeckis","true","https://image.tmdb.org/t/p/w300/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg","","Drama|Horror|Mystery|Thriller","","Bag facaden","Michelle Pfeiffer|Harrison Ford|Diana Scarwid|James Remar|Miranda Otto"
"246","Drive","2011","DVD","5706710218692","tt0780504","92","Nicolas Winding Refn","true","https://image.tmdb.org/t/p/w300/602vevIURmpDfzbnv5Ubi6wIkQm.jpg","","Drama|Thriller|Crime","","Drive","Ryan Gosling|Carey Mulligan|Bryan Cranston|Albert Brooks|Oscar Isaac"
"247","Charles Tante","1959","DVD","5706550090182","tt0052687","98","Poul Bang","true","https://image.tmdb.org/t/p/w300/A2TQnT1ZYnG5nrOEzA6ZX2iFgFh.jpg","","Comedy|Family","","Charles tante","Dirch Passer|Ove Sprogøe|Ebbe Langberg|Ghita Nørby|Annie Birgit Garde"
"248","The Brood","1979","DVD","5709624008007","tt0078908","100","David Cronenberg","true","https://image.tmdb.org/t/p/w300/zSEt4QXRI4Gypd9xvzvucOmPNl5.jpg","","Horror|Sci-Fi","","The Brood","Oliver Reed|Samantha Eggar|Art Hindle|Henry Beckman|Nuala Fitzgerald"
"249","Trillingerne Fra Belleville","2003","DVD","5706550034445","tt0286244","77","Sylvain Chomet","true","https://image.tmdb.org/t/p/w300/enw6C4fDw88g0nOQgIJXjgH3NHi.jpg","","Animation|Comedy|Drama|Family","","Trillingerne fra Belleville","Suzy Falk|Lina Boudreau|Betty Bonifassi|Michèle Caucheteux|Jean-Claude Donda"
"250","Dances with Wolves","1990","DVD","5706141758873","tt0099348","173","Kevin Costner","true","https://image.tmdb.org/t/p/w300/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg","","Adventure|Drama|Western","","Danser med ulve","Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd 'Red Crow' Westerman"
"251","Twin Peaks: The First Season","1990","DVD","9324915053120","tt0098936","411","David Lynch","true","https://image.tmdb.org/t/p/w300/lA9CNSdo50iQPZ8A2fyVpMvJZAf.jpg","","Drama|Mystery","","",""
"252","The Insider","1999","DVD","717951007391","tt0140352","158","Michael Mann","true","https://image.tmdb.org/t/p/w300/jJCyIBPfvk41uETq6K6u4upyGO8.jpg","","Drama|Thriller","","The Insider","Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Philip Baker Hall"
"253","Lucky Luke - Billy The Kid / Karavanen","1983","DVD","5709624009677","tt0000000","50","René Goscinny","true","","","","","",""
"254","Peter Plys","1977","DVD","8717418347413","tt0076363","71","John Lounsbery","true","https://image.tmdb.org/t/p/w300/cT1oDTMwVMVvkaBkbyCKxvtZ8TQ.jpg","","Animation|Family|Adventure","","Peter Plys","Sterling Holloway|John Fiedler|Junius Matthews|Paul Winchell|Ralph Wright"
"255","Delicatessen","1992","DVD","5060021175403","tt0101700","95","Marc Caro","true","https://image.tmdb.org/t/p/w300/gNtOgQHxE5B8e08zuNRAdDpmK5Z.jpg","","Comedy|Sci-Fi|Fantasy","","Delikatessen","Dominique Pinon|Marie-Laure Dougnac|Jean-Claude Dreyfus|Karin Viard|Ticky Holgado"
"256","The Doors","1991","DVD","5050582121247","tt0101761","135","Oliver Stone","true","https://image.tmdb.org/t/p/w300/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg","","Music|Drama|History","","The Doors","Val Kilmer|Meg Ryan|Kyle MacLachlan|Frank Whaley|Kevin Dillon"
"257","Dead Man Walking","1995","DVD","5706102334085","tt0112818","117","Tim Robbins","true","https://image.tmdb.org/t/p/w300/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg","","Drama","","Dead Man Walking","Susan Sarandon|Sean Penn|Robert Prosky|Raymond J. Barry|R. Lee Ermey"
"258","Okay","2002","DVD","5706102356162","tt0291395","94","Jesper W. Nielsen","true","https://image.tmdb.org/t/p/w300/qoInisUAv9B3JUTFz13eq8W8z0F.jpg","","Comedy|Drama|Romance","","Okay","Paprika Steen|Ole Ernst|Molly Egelind|Trine Dyrholm|Lotte Andersen"
"259","Escape from New York","1981","4K Ultra HD","5055201841957","tt0082340","99","John Carpenter","true","https://image.tmdb.org/t/p/w300/vH9llaphjAssRGi0k7e75tD40Ce.jpg","","Action|Thriller|Sci-Fi","","Flugtaktion New York","Kurt Russell|Lee Van Cleef|Ernest Borgnine|Donald Pleasence|Isaac Hayes"
"260","Asterix DVD Collection","1900","DVD","5708758656863","tt0000000","436","","true","","","","true","",""
"261","Asterix - Operation Bautasten","1989","DVD","000000000000","tt0096842","76","Philippe Grimond","true","https://image.tmdb.org/t/p/w300/7KFAtZRXzD00Zw9sWxusrInLHgJ.jpg","Asterix DVD Collection","Family|Animation|Adventure|Comedy","","Asterix - Operation Bautasten","Roger Carel|Pierre Tornade|Julien Guiomar|Marie-Anne Chazel|Henri Labussière"
"262","Asterix Og Kleopatra","1968","DVD","000000000000","tt0062687","69","René Goscinny","true","https://image.tmdb.org/t/p/w300/gNpKAmWFsCiWKKx39Ap8pF7EWQg.jpg","Asterix DVD Collection","Family|Animation|Adventure|Comedy","","Asterix og Kleopatra","Roger Carel|Jacques Morel|Micheline Dax|Jacques Balutin|Jacques Bodoin"
"263","Asterix Og Briterne","1986","DVD","000000000000","tt0090667","75","Pino Van Lamsweerde","true","https://image.tmdb.org/t/p/w300/10L5R1l03MqDx36e0LJ99NKLGD3.jpg","Asterix DVD Collection","Family|Animation|Adventure|Comedy","","Asterix og briterne","Roger Carel|Pierre Tornade|Graham Bushnell|Pierre Mondy|Maurice Risch"
"264","Asterix - Sejren Over Cæsar","1985","DVD","000000000000","tt0088748","73","Gaëtan Brizzi","true","https://image.tmdb.org/t/p/w300/8LlqOgKKU0BeZzEo1PMMIjtLuj4.jpg","Asterix DVD Collection","Comedy|Animation|Family|Adventure","","Asterix - Sejren over Cæsar","Roger Carel|Pierre Tornade|Pierre Mondy|Serge Sauvion|Henri Labussière"
"265","Asterix Og Hans Gæve Gallere","1967","DVD","000000000000","tt0061369","65","Ray Goossens","true","https://image.tmdb.org/t/p/w300/A2dlVs5WRmAwIPVS5vODhAOkNy7.jpg","Asterix DVD Collection","Family|Animation|Adventure|Comedy","","Asterix og hans gæve gallere","Roger Carel|Jacques Morel|Pierre Tornade|Lucien Raimbourg|Pierre Trabaud"
"266","Asterix Indta'r Rom","1975","DVD","000000000000","tt0072901","78","René Goscinny","true","https://image.tmdb.org/t/p/w300/7cZQZOYZFJcLjZnxWjO5PcUtmDZ.jpg","Asterix DVD Collection","Family|Animation|Comedy|Adventure","","Asterix indta'r Rom","Roger Carel|Jacques Morel|Jean Martinelli|Henri Virlogeux|Micheline Dax"
"267","Asterix og Vikingerne","2006","DVD","5706710215738","tt0371552","75","Stefan Fjeldmark","true","https://image.tmdb.org/t/p/w300/dW9h1Ez6PRx8PnZUVT27MnG8Wu5.jpg","","Family|Animation|Comedy|Adventure","","Asterix og vikingerne","Roger Carel|Lorànt Deutsch|Sara Forestier|Jacques Frantz|Stéphane Fourreau"
"268","High School Musical","2006","DVD","8717418096274","tt0475293","97","Kenny Ortega","true","https://image.tmdb.org/t/p/w300/1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg","","Comedy|Drama|Family|Music|Romance","","High School Musical","Zac Efron|Vanessa Hudgens|Ashley French|Lucas Grabeel|Corbin Bleu"
"269","High School Musical 2","2007","DVD","8717418125981","tt0810900","106","Kenny Ortega","true","https://image.tmdb.org/t/p/w300/kqImEYXsDIlzPpu0KxyTXIx7smW.jpg","","Comedy|Drama|Family|Music|Romance","","High School Musical 2","Zac Efron|Vanessa Hudgens|Ashley French|Lucas Grabeel|Corbin Bleu"
"270","Støv for alle pengene","1963","DVD","5708758691116","tt0057539","92","Poul Bang","true","https://image.tmdb.org/t/p/w300/gKyyrU4Lpo3bPe3LIn7zjzLwCmP.jpg","","Family|Comedy","","Støv for alle pengene","Dirch Passer|Hanne Borchsenius|Ove Sprogøe|Bodil Udsen|Søren Elung Jensen"
"271","Terminator 2: Judgment Day","1991","DVD","5709624011458","tt0103064","131","James Cameron","true","https://image.tmdb.org/t/p/w300/jFTVD4XoWQTcg7wdyJKa8PEds5q.jpg","","Action|Thriller|Sci-Fi","","Terminator 2: Dommedag","Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen"
"272","Nana","1985","DVD","5708758657006","tt0241120","154","Anette Pilmark","true","","","","","Nana","Barbara Topsøe-Rothenborg|Jesper Christensen|Katrine Jensenius"
"273","Dumbo","1941","DVD","8717418233211","tt0033563","61","Samuel Armstrong","true","https://image.tmdb.org/t/p/w300/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg","","Animation|Family","","Dumbo","Edward Brophy|Margaret Wright|Verna Felton|Sarah Selby|Noreen Gammill"
"274","De Utrolige","2004","DVD","7393834500208","tt0317705","115","Brad Bird","true","https://image.tmdb.org/t/p/w300/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg","","Action|Adventure|Animation|Family","","De utrolige","Craig T. Nelson|Holly Hunter|Sarah Vowell|Spencer Fox|Jason Lee"
"275","Antz","1998","DVD","7332505000012","tt0120587","80","Eric Darnell","true","https://image.tmdb.org/t/p/w300/lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg","","Animation|Comedy|Adventure","","Antz","Woody Allen|Sharon Stone|Dan Aykroyd|Anne Bancroft|Danny Glover"
"276","Shrek 2","2004","DVD","7332505000418","tt0298148","89","Andrew Adamson","true","https://image.tmdb.org/t/p/w300/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg","","Animation|Family|Comedy|Fantasy|Romance","","Shrek 2","Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas"
"277","Grusomme Mig","2010","DVD","5050582783858","tt1323594","90","Pierre Coffin","true","https://image.tmdb.org/t/p/w300/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg","","Family|Comedy|Animation|Sci-Fi|Crime","","Grusomme mig","Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett"
"278","Det regner med frikadeller 2: Madkampen","2013","DVD","5051159324016","tt1985966","95","Cody Cameron","true","https://image.tmdb.org/t/p/w300/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg","","Animation|Family|Comedy","","Det regner med frikadeller 2: Madkampen","Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg"
"279","The Wolf of Wall Street","2013","DVD","5050582975048","tt0993846","172","Martin Scorsese","false","https://image.tmdb.org/t/p/w300/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg","","Crime|Drama|Comedy","","The Wolf of Wall Street","Leonardo DiCaprio|Jonah Hill|Margot Robbie|Matthew McConaughey|Kyle Chandler"
"280","Takeshi Kitano Collection","1900","DVD","5709498206165","tt0000000","0","","true","","","","true","",""
"281","Ichi the Killer","2001","DVD","5709624009974","tt0296042","123","Takashi Miike","true","https://image.tmdb.org/t/p/w300/k8j4YLZlda98dqp9ErymKzjYowG.jpg","","Action|Crime|Horror","","Ichi The Killer","浅野忠信|大森南朋|塚本晋也|SABU|孫佳君"
